Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Razor Peptides,Abundances_WT-1,Abundances_WT-2,Abundances_RM1-1,Abundances_RM1-2,Abundances_RM2-1,Abundances_RM2-3,"Found in Sample: [S1] F1: WT-1, Sample","Found in Sample: [S6] F1: RM2-3, Sample","Found in Sample: [S3] F1: RM1-1, Sample","Found in Sample: [S4] F1: RM1-2, Sample","Found in Sample: [S5] F1: RM2-1, Sample","Found in Sample: [S2] F1: WT-2, Sample",# Protein Groups,Modifications,gene.names,locus_tag,protein
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15705.1_3264,[locus_tag=N6Q85_16690] [protein=RNA-binding protein] [protein_id=UXK15705.1] [location=complement(3472689..3472928)] [gbkey=CDS],0.009,2.857,14,1,1,1,79,8.7,9.31,0,1,0,386187.9063,298671.7813,310194.0938,204509.75,4729884,276318.9375,High,High,High,High,High,High,1,,_16690 ,N6Q85_16690 ,RNA-binding protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17468.1_1438,[locus_tag=N6Q85_07435] [protein=hypothetical protein] [protein_id=UXK17468.1] [location=1574816..1575142] [gbkey=CDS],0.009,2.848,7,1,1,1,108,12.7,7.97,15,1,0,118838.9141,78058.46875,66902.40625,95753.61719,115535.7734,124541.3672,High,High,High,High,High,High,1,,_07435 ,N6Q85_07435 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16473.1_379,[locus_tag=N6Q85_01960] [protein=phosphoribosyltransferase family protein] [protein_id=UXK16473.1] [location=complement(414503..415138)] [gbkey=CDS],0.009,2.846,3,1,1,1,211,24.6,9.33,0,1,0,119494.6641,94693.92969,84109.3125,107554.7188,113649.1094,149904.7656,High,High,High,High,High,High,1,,_01960 ,N6Q85_01960 ,phosphoribosyltransferase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14672.1_2162,[locus_tag=N6Q85_11065] [protein=CinA family protein] [protein_id=UXK14672.1] [location=2329375..2329854] [gbkey=CDS],0.009,2.83,4,1,1,1,159,18.4,9.04,0,1,0,966096.9375,1148438.25,404776.4688,835253.5625,719691.875,1260516.5,High,High,High,High,High,High,1,,_11065 ,N6Q85_11065 ,CinA family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17610.1_1587,[gene=pcaD] [locus_tag=N6Q85_08185] [protein=3-oxoadipate enol-lactonase] [protein_id=UXK17610.1] [location=1722317..1723102] [gbkey=CDS],0.009,2.818,4,1,1,1,261,28.9,5.91,19,1,0,585224.5625,397260.25,459698.7188,556331.625,711764.5625,728461.125,High,High,High,High,High,High,1,,pcaD ,N6Q85_08185 ,3-oxoadipate enol-lactonase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15292.1_2821,[locus_tag=N6Q85_14390] [protein=hypothetical protein] [protein_id=UXK15292.1] [location=complement(3000824..3001384)] [gbkey=CDS],0.009,2.812,4,1,2,1,186,21.4,5.19,19,1,0,220320.5977,150758.1523,282890.1953,166380.1328,477746.6875,191888.7422,High,High,High,High,High,High,1,,_14390 ,N6Q85_14390 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16891.1_820,[locus_tag=N6Q85_04295] [protein=hypothetical protein] [protein_id=UXK16891.1] [location=complement(922049..922369)] [gbkey=CDS],0.009,2.811,8,1,2,1,106,11.9,7.21,0,1,0,748957.7891,515320.3438,410658.1797,671644.625,599909.2031,734959.1875,High,High,High,High,High,High,1,,_04295 ,N6Q85_04295 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14389.1_1870,[locus_tag=N6Q85_09600] [protein=hypothetical protein] [protein_id=UXK14389.1] [location=complement(2029577..2029813)] [gbkey=CDS],0.009,2.79,14,1,1,1,78,8.5,5.01,20,1,0,13502.92578,21190.2793,6173.753906,11745.3623,8982.733398,23544.5293,High,High,High,High,High,High,1,,_09600 ,N6Q85_09600 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16320.1_219,[locus_tag=N6Q85_01125] [protein=restriction endonuclease] [protein_id=UXK16320.1] [location=247421..248377] [gbkey=CDS],0.009,2.786,3,1,1,1,318,37.4,7.8,0,1,0,708822.75,425245.2813,467825.75,497764.8438,629125.25,589634.8125,High,High,High,High,High,High,1,,_01125 ,N6Q85_01125 ,restriction endonuclease 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16221.1_117,[locus_tag=N6Q85_00610] [protein=SDR family oxidoreductase] [protein_id=UXK16221.1] [location=134559..135353] [gbkey=CDS],0.009,2.785,3,1,1,1,264,28.4,5.62,0,1,0,541801.5,187437.9688,234009.9219,262749.5,256524.75,334467.1875,High,High,High,High,High,High,1,,_00610 ,N6Q85_00610 ,SDR family oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_3509,[locus_tag=N6Q85_17990] [protein=TetR/AcrR family transcriptional regulator] [pseudo=true] [location=complement(3749942..3750512)] [gbkey=CDS],0.009,2.784,4,1,1,1,190,22.2,7.69,0,1,0,91067.3125,51792.24609,55712.70703,64478.89063,56766.50781,83636.77344,High,High,High,High,High,High,1,,_17990 ,N6Q85_17990 ,TetR/AcrR family transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14494.1_1980,[locus_tag=N6Q85_10150] [protein=PilZ domain-containing protein] [protein_id=UXK14494.1] [location=complement(2142921..2143262)] [gbkey=CDS],0.009,2.782,6,1,1,1,113,12.4,9.6,0,1,0,365454.25,284118.7813,296088.7188,304386.1875,388377.0625,386794.125,High,High,High,High,High,High,1,,_10150 ,N6Q85_10150 ,PilZ domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14459.1_1942,[locus_tag=N6Q85_09960] [protein=histidine phosphatase family protein] [protein_id=UXK14459.1] [location=complement(2104225..2104959)] [gbkey=CDS],0.009,2.78,3,1,1,1,244,27,5.16,19,1,0,476709.5313,330809.1563,237169.4844,550917.125,489388.875,487454.25,High,High,High,High,High,High,1,,_09960 ,N6Q85_09960 ,histidine phosphatase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16093.1_3678,[locus_tag=N6Q85_18870] [protein=glutathionylspermidine synthase family protein] [protein_id=UXK16093.1] [location=3925085..3926245] [gbkey=CDS],0.01,2.762,2,1,1,1,386,44.9,5.2,17,1,0,657429.625,523303.75,526425.6875,531656.25,694084.8125,579951.8125,High,High,High,High,High,High,1,,_18870 ,N6Q85_18870 ,glutathionylspermidine synthase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17046.1_980,[locus_tag=N6Q85_05105] [protein=aromatic ring-hydroxylating dioxygenase subunit alpha] [protein_id=UXK17046.1] [location=1096272..1097462] [gbkey=CDS],0.01,2.756,4,1,1,1,396,45.1,6.43,0,1,0,118817.5156,96701.14844,66311.44531,101829.0156,94277.04688,111358.375,High,High,High,High,High,High,1,,_05105 ,N6Q85_05105 ,aromatic ring-hydroxylating dioxygenase subunit alpha 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15496.1_3036,[locus_tag=N6Q85_15505] [protein=LysR family transcriptional regulator] [protein_id=UXK15496.1] [location=complement(3226176..3227048)] [gbkey=CDS],0.01,2.754,3,1,1,1,290,33.3,6.32,0,1,0,131701.0469,91380.57813,65269.09375,110336.9766,98609.19531,98741.55469,High,High,High,High,High,High,1,,_15505 ,N6Q85_15505 ,LysR family transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16580.1_491,[locus_tag=N6Q85_02590] [protein=acyl-CoA thioesterase] [protein_id=UXK16580.1] [location=529871..530293] [gbkey=CDS],0.01,2.735,5,1,1,1,140,15.5,6.54,22,1,0,222276.625,144414.3281,177568.8438,198552.8281,216725.3125,269572.875,High,High,High,High,High,High,1,,_02590 ,N6Q85_02590 ,acyl-CoA thioesterase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17005.1_937,[locus_tag=N6Q85_04885] [protein=amino acid permease] [protein_id=UXK17005.1] [location=1043136..1044515] [gbkey=CDS],0.01,2.73,2,1,1,1,459,50.4,9.32,0,1,0,901240.6875,727301.1875,638256.75,1681410,1320465.75,2142602.5,High,High,High,High,High,High,1,,_04885 ,N6Q85_04885 ,amino acid permease 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15183.1_2707,[locus_tag=N6Q85_13820] [protein=SDR family oxidoreductase] [protein_id=UXK15183.1] [location=complement(2883672..2884466)] [gbkey=CDS],0.01,2.723,3,1,1,1,264,29.2,7.18,0,1,0,137947.6094,91357.47656,79016.28125,185457.0781,179836.5938,288295.1875,High,High,High,High,High,High,1,,_13820 ,N6Q85_13820 ,SDR family oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16059.1_3642,[locus_tag=N6Q85_18665] [protein=RcnB family protein] [protein_id=UXK16059.1] [location=3883095..3883415] [gbkey=CDS],0.01,2.72,8,1,1,1,106,12.4,9.95,0,1,0,56741.39063,37028.87891,20406.20508,44887.05078,38922.21875,35392.01172,High,High,High,High,High,High,1,,_18665 ,N6Q85_18665 ,RcnB family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14360.1_1835,[locus_tag=N6Q85_09425] [protein=AraC family transcriptional regulator] [protein_id=UXK14360.1] [location=complement(1996497..1997351)] [gbkey=CDS],0.01,2.714,2,1,1,1,284,33,6.8,19,1,0,305612.5,204352.9375,177162.1094,282589.125,289951.5,311860.0625,High,High,High,High,High,High,1,,_09425 ,N6Q85_09425 ,AraC family transcriptional regulator 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17404.1_1371,[locus_tag=N6Q85_07100] [protein=PepSY domain-containing protein] [protein_id=UXK17404.1] [location=complement(1524639..1525976)] [gbkey=CDS],0.01,2.708,2,1,1,1,445,50.7,9.69,0,1,0,410252.5625,243097.6719,242844.2031,324513.4688,350704.4375,429744.9688,High,High,High,High,High,High,1,,_07100 ,N6Q85_07100 ,PepSY domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16103.1_3688,[gene=yidD] [locus_tag=N6Q85_18920] [protein=membrane protein insertion efficiency factor YidD] [protein_id=UXK16103.1] [location=complement(3935558..3935878)] [gbkey=CDS],0.01,2.701,8,1,1,1,106,12.2,10.2,19,1,0,66071.38281,42978.23047,43352.64063,48856.03906,68504.02344,66623.46875,High,High,High,High,High,High,1,,yidD ,N6Q85_18920 ,membrane protein insertion efficiency factor YidD 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15028.1_2545,[locus_tag=N6Q85_13005] [protein=hypothetical protein] [protein_id=UXK15028.1] [location=complement(2731315..2731713)] [gbkey=CDS],0.01,2.68,5,1,3,1,132,14.6,8.1,0,1,0,1021653.246,728733.0664,669830.6328,790643.6563,907112.832,847289.6367,High,High,High,High,High,High,1,,_13005 ,N6Q85_13005 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17752.1_1744,[locus_tag=N6Q85_08970] [protein=hypothetical protein] [protein_id=UXK17752.1] [location=1894473..1895576] [gbkey=CDS],0.01,2.664,2,1,1,1,367,44.6,5.43,0,1,0,358413.5938,256183.7344,273447.9063,339333.5938,299970.625,437673.0938,High,High,High,High,High,High,1,,_08970 ,N6Q85_08970 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16651.1_565,[locus_tag=N6Q85_02965] [protein=GNAT family N-acetyltransferase] [protein_id=UXK16651.1] [location=608984..609403] [gbkey=CDS],0.01,2.662,6,1,1,1,139,16.1,6.07,32,1,0,28498.82227,24944.49805,21886.53516,31376.4082,31600.50781,35279.26953,High,High,High,High,High,High,1,,_02965 ,N6Q85_02965 ,GNAT family N-acetyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17536.1_1510,[gene=kynU] [locus_tag=N6Q85_07800] [protein=kynureninase] [protein_id=UXK17536.1] [location=1641083..1642333] [gbkey=CDS],0.01,2.661,2,1,1,1,416,47.6,5.66,0,1,0,116081.4375,84335.74219,81727.77344,91632.19531,113366.9297,133511.8438,High,High,High,High,High,High,1,,kynU ,N6Q85_07800 ,kynureninase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17711.1_1696,[locus_tag=N6Q85_08730] [protein=TetR/AcrR family transcriptional regulator] [protein_id=UXK17711.1] [location=1848674..1849294] [gbkey=CDS],0.01,2.649,4,1,1,1,206,23.1,6.89,0,1,0,666702.6875,713657.6875,578406.4375,669423.9375,783652.9375,727198.3125,High,High,High,High,High,High,1,,_08730 ,N6Q85_08730 ,TetR/AcrR family transcriptional regulator 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16289.1_187,[locus_tag=N6Q85_00960] [protein=GlpM family protein] [protein_id=UXK16289.1] [location=216329..216670] [gbkey=CDS],0.01,2.641,6,1,1,1,113,12.3,9.25,15,1,0,109445.2188,44156.55859,49322.78516,54503.55469,67167.66406,63657.90234,High,High,High,High,High,High,1,,_00960 ,N6Q85_00960 ,GlpM family protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15525.1_3067,[locus_tag=N6Q85_15680] [protein=class I SAM-dependent methyltransferase] [protein_id=UXK15525.1] [location=complement(3261787..3262578)] [gbkey=CDS],0.01,2.629,4,1,1,1,263,30.2,6.54,0,1,0,1165634.25,731735.4375,806963.75,862394.8125,1025064.813,1099313.375,High,High,High,High,High,High,1,,_15680 ,N6Q85_15680 ,class I SAM-dependent methyltransferase 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16435.1_338,[locus_tag=N6Q85_01755] [protein=amino acid permease] [protein_id=UXK16435.1] [location=370931..372364] [gbkey=CDS],0.01,2.622,1,1,1,1,477,52,8.43,18,1,0,152057.875,117941.7266,148431.1406,172210.1563,330920.9688,340198.25,High,High,High,High,High,High,1,,_01755 ,N6Q85_01755 ,amino acid permease 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17827.1_535,[locus_tag=N6Q85_02815] [protein=LysR substrate-binding domain-containing protein] [protein_id=UXK17827.1] [location=574573..575451] [gbkey=CDS],0.01,2.62,2,1,1,1,292,32.8,7.61,0,1,0,1118654.125,980286.4375,1023694.188,1136713.875,789055.9375,1644624,High,High,High,High,High,High,1,,_02815 ,N6Q85_02815 ,LysR substrate-binding domain-containing protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17595.1_1572,[locus_tag=N6Q85_08110] [protein=nuclear transport factor 2 family protein] [protein_id=UXK17595.1] [location=1707586..1707993] [gbkey=CDS],0.01,2.614,5,1,1,1,135,15.6,5.49,0,1,0,862790.375,941077.4375,850251.125,904878.75,890010.3125,1156714.375,High,High,High,High,High,High,1,,_08110 ,N6Q85_08110 ,nuclear transport factor 2 family protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_2278,[locus_tag=N6Q85_11645] [protein=PAAR domain-containing protein] [pseudo=true] [location=complement(2453816..2453995)] [gbkey=CDS],0.011,2.606,12,1,1,1,59,6,8.53,0,1,0,186298.6875,86919.02344,87089.10938,140999.0313,209343.25,162262.6406,High,High,High,High,High,High,1,,_11645 ,N6Q85_11645 ,PAAR domain-containing protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17649.1_1630,[locus_tag=N6Q85_08400] [protein=LysR family transcriptional regulator] [protein_id=UXK17649.1] [location=1768619..1769533] [gbkey=CDS],0.011,2.593,4,1,1,1,304,34.4,7.83,0,1,0,611680.6875,363641.0313,452360.8438,501757.625,570270.125,676633.3125,High,High,High,High,High,High,1,,_08400 ,N6Q85_08400 ,LysR family transcriptional regulator 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17581.1_1557,[locus_tag=N6Q85_08035] [protein=TrkH family potassium uptake protein] [protein_id=UXK17581.1] [location=complement(1690529..1691866)] [gbkey=CDS],0.011,2.579,2,1,1,1,445,48.1,9.73,0,1,0,866431.75,603915,811395.3125,630731.125,831356.4375,1398002,High,High,High,High,High,High,1,,_08035 ,N6Q85_08035 ,TrkH family potassium uptake protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK14824.1_2322,[locus_tag=N6Q85_11865] [protein=HAD family hydrolase] [protein_id=UXK14824.1] [location=2507565..2508242] [gbkey=CDS],0.011,2.561,3,1,1,1,225,26.1,6.43,0,1,0,469920.5938,279227.1563,264073.0313,388728.25,456158.75,356233.6875,High,High,High,High,High,High,1,,_11865 ,N6Q85_11865 ,HAD family hydrolase 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15291.1_2820,[locus_tag=N6Q85_14385] [protein=hypothetical protein] [protein_id=UXK15291.1] [location=complement(3000432..3000818)] [gbkey=CDS],0.012,2.542,6,1,1,1,128,14.8,9.48,15,1,0,49048.83984,27634.74805,51160.69141,47631.12891,120531.5859,36629.99609,High,High,High,High,High,High,1,,_14385 ,N6Q85_14385 ,hypothetical protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16270.1_168,[locus_tag=N6Q85_00865] [protein=cysteine hydrolase] [protein_id=UXK16270.1] [location=complement(190408..190950)] [gbkey=CDS],0.012,2.527,4,1,1,1,180,20.1,5.19,17,1,0,118083.5859,109231.7891,56440.26563,128275.1875,90273.1875,171091.3281,High,High,High,High,High,High,1,,_00865 ,N6Q85_00865 ,cysteine hydrolase 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16076.1_3660,[locus_tag=N6Q85_18780] [protein=hypothetical protein] [protein_id=UXK16076.1] [location=3906775..3907101] [gbkey=CDS],0.012,2.517,6,1,1,1,108,13.7,7.59,21,1,0,84592.375,53657.92969,46609.77734,87278.19531,67451.8125,99506.80469,High,High,High,High,High,High,1,,_18780 ,N6Q85_18780 ,hypothetical protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17784.1_1776,[locus_tag=N6Q85_09130] [protein=catalase family protein] [protein_id=UXK17784.1] [location=1933640..1934803] [gbkey=CDS],0.012,2.504,2,1,1,1,387,44,7.84,15,1,0,222389.4844,151156.6094,131293.9531,205537.2344,176752.7188,200411.4219,High,High,High,High,High,High,1,,_09130 ,N6Q85_09130 ,catalase family protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15635.1_3189,[locus_tag=N6Q85_16315] [protein=hypothetical protein] [protein_id=UXK15635.1] [location=complement(3394164..3396479)] [gbkey=CDS],0.013,2.485,1,1,1,1,771,86.3,7.77,28,1,0,45211.1875,32219.65625,37541.16406,36130.20313,44954.10547,42232.29297,High,High,High,High,High,High,1,,_16315 ,N6Q85_16315 ,hypothetical protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15222.1_2746,[locus_tag=N6Q85_14015] [protein=MFS transporter] [protein_id=UXK15222.1] [location=2924494..2925879] [gbkey=CDS],0.013,2.461,3,2,2,2,461,50.8,9.54,0,2,0,423265.1689,63554.52734,93433.62109,131654.6797,195487.4609,76379.2583,High,High,High,High,High,High,1,,_14015 ,N6Q85_14015 ,MFS transporter 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK14419.1_1900,[gene=cobU] [locus_tag=N6Q85_09750] [protein=bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase] [protein_id=UXK14419.1] [location=complement(2058019..2058537)] [gbkey=CDS],0.014,2.438,5,1,1,1,172,19.1,6.16,0,1,0,30807.16797,20967.97461,22594.27734,26361.67773,28282.68359,33309.46484,High,High,High,High,High,High,1,,cobU ,N6Q85_09750 ,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK14622.1_2111,[gene=cydB] [locus_tag=N6Q85_10810] [protein=cytochrome d ubiquinol oxidase subunit II] [protein_id=UXK14622.1] [location=2280588..2281592] [gbkey=CDS],0.014,2.363,2,1,1,1,334,37.3,7.53,21,1,0,473363.4375,253300.0938,194828.0469,329883.5938,252722.1719,399783.5625,High,High,High,High,High,High,1,,cydB ,N6Q85_10810 ,cytochrome d ubiquinol oxidase subunit II 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16283.1_181,[locus_tag=N6Q85_00930] [protein=GGDEF domain-containing protein] [protein_id=UXK16283.1] [location=207688..209394] [gbkey=CDS],0.015,2.341,3,1,1,1,568,64.9,8.69,14,1,0,30059.89063,21175.12109,17182.56836,21894.88672,25992.56836,22843.84375,High,High,High,High,High,High,1,,_00930 ,N6Q85_00930 ,GGDEF domain-containing protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17874.1_1725,[locus_tag=N6Q85_08875] [protein=hypothetical protein] [protein_id=UXK17874.1] [location=1876383..1876736] [gbkey=CDS],0.015,2.34,7,1,1,1,117,13.5,5.82,0,1,0,652060.9375,547367.25,460080.5,732656.8125,610791.4375,772694.1875,High,High,High,High,High,High,1,,_08875 ,N6Q85_08875 ,hypothetical protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17077.1_1016,[gene=barA] [locus_tag=N6Q85_05285] [protein=acinetobactin export ABC transporter permease/ATP-binding subunit BarA] [protein_id=UXK17077.1] [location=1136864..1138474] [gbkey=CDS],0.016,2.293,2,1,1,1,536,57.5,8.98,0,1,0,246244.2969,111078.0859,123659.2109,190323.7188,212699.4219,177899.75,High,High,High,High,High,High,1,,barA ,N6Q85_05285 ,acinetobactin export ABC transporter permease/ATP-binding subunit BarA 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15037.1_2555,[locus_tag=N6Q85_13060] [protein=TonB-dependent receptor] [protein_id=UXK15037.1] [location=complement(2738680..2740998)] [gbkey=CDS],0.016,2.289,1,1,1,1,772,87.4,8.25,0,1,0,2539665.25,1682070.125,1614885.625,1934765.75,2335877.25,2517969,High,High,High,High,High,High,1,,_13060 ,N6Q85_13060 ,TonB-dependent receptor 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_3506,[locus_tag=N6Q85_17950] [protein=transglycosylase SLT domain-containing protein] [pseudo=true] [location=3741499..3742106] [gbkey=CDS],0.017,2.21,3,1,2,1,202,22.7,10.01,16,1,0,239048.2188,216633.75,173974.2461,186771.3125,161601.3438,302062.0313,High,High,High,High,High,High,1,,_17950 ,N6Q85_17950 ,transglycosylase SLT domain-containing protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK14588.1_2076,[locus_tag=N6Q85_10635] [protein=AraC family transcriptional regulator] [protein_id=UXK14588.1] [location=complement(2238740..2239585)] [gbkey=CDS],0.017,2.197,3,1,1,1,281,32.1,6.76,0,1,0,246659.625,163566.5625,262834.1563,206043.8281,190908.9219,328316.9375,High,High,High,High,High,High,1,,_10635 ,N6Q85_10635 ,AraC family transcriptional regulator 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16744.1_664,[locus_tag=N6Q85_03495] [protein=lysophospholipid acyltransferase family protein] [protein_id=UXK16744.1] [location=complement(717285..717911)] [gbkey=CDS],0.017,2.19,4,1,1,1,208,23.5,9.63,0,1,0,771369.5,583321.375,482706.9063,1140448.375,1014859.375,2389020.25,High,High,High,High,High,High,1,,_03495 ,N6Q85_03495 ,lysophospholipid acyltransferase family protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK14718.1_2211,[gene=pobR] [locus_tag=N6Q85_11310] [protein=IclR family transcriptional regulator PobR] [protein_id=UXK14718.1] [location=2385776..2386591] [gbkey=CDS],0.017,2.184,3,1,1,1,271,30.5,7.59,14,1,0,82454.14063,57162.92578,43916.07031,41343.875,67198.14063,67102.21094,High,High,High,High,High,High,1,,pobR ,N6Q85_11310 ,IclR family transcriptional regulator PobR 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15066.1_2584,[locus_tag=N6Q85_13205] [protein=Gp49 family protein] [protein_id=UXK15066.1] [location=complement(2763510..2763824)] [gbkey=CDS],0.018,2.148,9,1,2,1,104,11.7,5.03,16,1,0,349278.0156,225647.6016,346869,224784.5781,382644.5625,316681.2969,High,High,High,High,High,High,1,,_13205 ,N6Q85_13205 ,Gp49 family protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15281.1_2810,[locus_tag=N6Q85_14335] [protein=phage tail tip lysozyme] [protein_id=UXK15281.1] [location=complement(2989802..2992090)] [gbkey=CDS],0.018,2.134,2,2,2,2,762,82.5,9.63,0,2,0,650452.4219,259570.9297,208384.0703,336728.7813,685208.5469,608233.3906,High,High,High,High,High,High,1,,_14335 ,N6Q85_14335 ,phage tail tip lysozyme 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15245.1_2774,[locus_tag=N6Q85_14155] [protein=DUF1983 domain-containing protein] [protein_id=UXK15245.1] [location=complement(2952994..2963352)] [gbkey=CDS],0.019,2.128,0,2,2,2,3452,373.1,5.64,0,2,0,65438.47266,40231.81641,47476.32227,59450.45508,61060.99219,43429.79492,High,High,High,High,High,High,1,,_14155 ,N6Q85_14155 ,DUF1983 domain-containing protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17142.1_1084,[gene=adeG] [locus_tag=N6Q85_05645] [protein=multidrug efflux RND transporter permease subunit AdeG] [protein_id=UXK17142.1] [location=complement(1220665..1223844)] [gbkey=CDS],0.019,2.127,2,2,3,2,1059,114.1,8.75,0,2,0,844262.0781,591340.9141,865984.8828,661748.5898,710429.3281,987024.0156,High,High,High,High,High,High,1,,adeG ,N6Q85_05645 ,multidrug efflux RND transporter permease subunit AdeG 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK15507.1_3048,[locus_tag=N6Q85_15565] [protein=CoA transferase] [protein_id=UXK15507.1] [location=complement(3240610..3241839)] [gbkey=CDS],0.019,2.093,2,1,1,1,409,45,5.74,0,1,0,152858.5625,116808.0156,121931.3672,166506.0625,137849.9844,173936.5,High,High,High,High,High,High,1,,_15565 ,N6Q85_15565 ,CoA transferase 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17078.1_1017,[gene=barB] [locus_tag=N6Q85_05290] [protein=acinetobactin export ABC transporter permease/ATP-binding subunit BarB] [protein_id=UXK17078.1] [location=1138471..1140066] [gbkey=CDS],0.019,2.087,1,1,1,1,531,57,6.42,0,1,0,261825.7031,188526.4375,193499.9688,248361.5625,307909.625,300961.0938,High,High,High,High,High,High,1,,barB ,N6Q85_05290 ,acinetobactin export ABC transporter permease/ATP-binding subunit BarB 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK16406.1_308,[locus_tag=N6Q85_01605] [protein=PilC/PilY family type IV pilus protein] [protein_id=UXK16406.1] [location=341105..344959] [gbkey=CDS],0.019,2.059,1,1,1,1,1284,138.2,7.77,18,1,0,38067.23438,42828.06641,32654.85352,31532.96094,34584.86719,42869.10938,High,High,High,High,High,High,1,,_01605 ,N6Q85_01605 ,PilC/PilY family type IV pilus protein 
FALSE,Medium,Master Protein,>lcl|CP104751.1_prot_UXK17357.1_1322,[locus_tag=N6Q85_06855] [protein=SDR family NAD(P)-dependent oxidoreductase] [protein_id=UXK17357.1] [location=1471646..1472407] [gbkey=CDS],0.019,2.056,6,2,2,2,253,27.9,9.19,0,2,0,1177870.031,662894.75,616739.2969,753600.0625,614488.8203,862093.6875,High,High,High,High,High,High,1,,_06855 ,N6Q85_06855 ,SDR family NAD(P)-dependent oxidoreductase 
